wgi,2008,2018
Voice & Accountability,0.9657084345817566,0.48724251985549927
Political Stability,0.7502638697624207,0.74
Government Effectiveness,0.6959778666496277,0.44
Regulatory Quality,1.1741032600402832,0.56
Rule of Law,0.91,0.55
Corruption,0.43,0.06
